model_slug,score,source,source_url,evaluated_at,notes
claude-opus-4-5,80,self-reported,https://www-cdn.anthropic.com/bf10f64990cfda0ba858290be7b8cc6317685f47/Claude%20Opus%204.5%20System%20Card.pdf,2025-11-24,"ARC-AGI-1, private/semi-private validation set, 64k thinking budget, per Section 2.10 of the official Claude Opus 4.5 System Card ('The ARC Prize Foundation reports that Claude Opus 4.5 achieved 80.0% on ARC-AGI-1... on their private dataset. This is SOTA for both benchmarks'). Companion to the already-tracked ARC-AGI-2 score (37.6%) from the same evaluation. Independently corroborated via arcprize.org coverage."
claude-opus-4-5-high,80,self-reported,https://www-cdn.anthropic.com/bf10f64990cfda0ba858290be7b8cc6317685f47.pdf,2025-11-24,Per the system card (Section 2.10): 'The ARC Prize Foundation reports that Claude Opus 4.5 achieved 80.0% on ARC-AGI-1 ... with 64k thinking tokens on their private dataset.'
claude-opus-4-6,94,self-reported,https://www-cdn.anthropic.com/0dd865075ad3132672ee0ab40b05a53f14cf5288.pdf,2026-02-05,"Section 2.9 of the official Claude Opus 4.6 System Card: 'The ARC Prize Foundation reports that Claude Opus 4.6 achieved 94.00% on ARC-AGI-1 ... with 120k thinking tokens and High effort on their private dataset. This is state-of-the-art.' Distinct from the already-tracked arc-agi-2 result (68.8, sourced from vellum.ai; the system card's own arc-agi-2 figure is 69.17%, essentially the same score via a different rounding/source -- not re-added as a duplicate). Independently corroborated by ARC Prize Foundation's own reporting (relayed via llm-stats.com on X)."
deepseek-r1-0528,21.2,independent,https://x.com/arcprize/status/1929619234696642617,2025-06-04,"ARC-AGI-1 Semi Private Eval, independently run by ARC Prize (not on DeepSeek's own model card). Cost $0.046/task; ARC Prize noted this puts R1-0528 on par with OpenAI o4-mini (low)."
deepseek-r1-zero,14,independent,https://arcprize.org/blog/r1-zero-r1-results-analysis,2025-01-29,"ARC Prize Foundation's independent semi-private-set evaluation, published by Mike Knoop on 2025-01-29 as 'An Analysis of DeepSeek's R1-Zero and R1'. Table reports R1-Zero (No SFT / no search) at 14% on ARC-AGI-1 (avg ~11K tokens, ~$0.11/task), versus R1's 15% on the same set — not in DeepSeek's own paper/HF card, which does not report ARC-AGI at all."
gpt-4o-mini,3.6,independent,https://x.com/arcprize/status/1814042508797907031,2024-07-18,"The ARC Prize Foundation's official account posted a baseline score for GPT-4o mini on the ARC-AGI-Pub public evaluation set of 3.6%, published the same day as the model's launch (2024-07-18). Corroborated by multiple independent secondary sources quoting the same figure verbatim; this is ARC-AGI-1 (the original ARC-AGI-Pub benchmark, pre-dating ARC-AGI-2)."
gpt-5,65.7,independent,https://x.com/arcprize/status/1953508813182767321,2025-08-07,"ARC-AGI-1 semi-private evaluation set, run and verified directly by ARC Prize (not self-reported by OpenAI). Posted by ARC Prize's official account on launch day: 'GPT-5 on ARC-AGI Semi Private Eval: GPT-5 * ARC-AGI-1: 65.7%, $0.51/task'. Cross-confirmed via a second independent search summary citing the same figures. Not previously tracked for base GPT-5 (an arc-agi-1/2 pair already exists for GPT-5 Pro but not for this model)."
gpt-5-1,72.8,self-reported,https://openai.com/index/introducing-gpt-5-2/,2025-12-11,"From OpenAI's own GPT-5.2 launch-blog comparison table showing GPT-5.1 Thinking's baseline scores before the GPT-5.2 jump ('ARC-AGI-1 (72.8% → 86.2%)'). Direct fetch of openai.com 403s (same pattern already noted elsewhere in this corpus), so verified via two independent secondary write-ups (MarkTechPost's GPT-5.2 launch coverage, and a second summary citing Vellum/rdworldonline) that both quote the identical 72.8% figure for GPT-5.1 from the same OpenAI table."
gpt-5-2,86.2,self-reported,https://openai.com/index/introducing-gpt-5-2/,,"ARC-AGI-1 Verified, GPT-5.2 Thinking; confirmed"
gpt-5-4,93.7,self-reported,https://the-decoder.com/openai-launches-gpt-5-4-thinking-and-pro-combining-coding-reasoning-and-computer-use-in-one-model/,,ARC-AGI-1 (Pro variant scores 94.5)
gpt-5-4-pro,94.5,self-reported,https://the-decoder.com/openai-launches-gpt-5-4-thinking-and-pro-combining-coding-reasoning-and-computer-use-in-one-model/,2026-03-05,ARC-AGI-1 (Verified). Cross-confirmed by DataLearnerAI (94.50).
gpt-5-6,96.5,independent,https://arcprize.org/results/openai-gpt-5-6-sol,2026-07-09,"ARC-AGI-1, Public Eval, max reasoning effort, GPT-5.6 Sol. From ARC Prize's official verified-results page for GPT-5.6 Sol (cross-checked against the /results/openai-gpt-5-6 mirror page, identical figure). Not currently tracked under any arc-agi-* slug for this model."
gpt-5-nano,20.7,independent,https://themodelbeat.com/models/gpt-5-nano,,"ARC-AGI (v1) score from Epoch AI's independent evaluation of GPT-5 nano, relayed via themodelbeat.com."
gpt-5-pro,70.2,independent,https://epoch.ai/models/gpt-5-pro,,Epoch AI's independent ARC-AGI-1 evaluation of GPT-5 Pro.
grok-4,66.6,independent,https://www.datacamp.com/blog/grok-4,2025-07-09,"ARC-AGI v1 (semi-private eval), independently verified by the ARC Prize Foundation; corroborated by a second independent source (gpt.gekko.de) citing the same 66.6% figure."
openai-o1,32,independent,https://x.com/arcprize/status/1869551373848908029,2024-12-19,"ARC-AGI-1 Semi-Private Eval (100 tasks), full o1 model (post-Dec-5 launch, not o1-preview/o1-mini), 'High' compute setting: 32% ($3.8/task). ARC Prize also verified Low: 25% and Medium: 31% for the same full o1 model at lower compute; using the High figure since the corpus entry represents the model's best/default configuration (isBestConfig=true) and does not split by reasoning-effort tier. Independently run and verified by ARC Prize (not an OpenAI self-report), corroborated by François Chollet's tweet citing the same '25-32%' range for o1 (distinct from the separately-reported o1-preview scores of 21.2%/18% already superseded). Not currently tracked in the corpus entry (which has no arc-agi-1 result at all)."
openai-o3,53,independent,https://arcprize.org/blog/analyzing-o3-with-arc-agi,2025-04-22,"ARC-AGI-1 Semi-Private Eval V1, o3-medium, $2.52/task — official production/released o3 (April 2025), tested by ARC Prize after confirming this differs from the December 2024 o3-preview. o3-low scored 41%; o3-high was excluded from the leaderboard due to insufficient task coverage (only 37/100 tasks returned)."
